run_id,condition,seed,epoch,epoch_1based,mean_loss,mean_partial_bce,mean_partial_dice,labelled_voxels_seen,foreground_voxels_seen,zero_label_microbatches,foreground_centered,background_centered,random_centered,optimizer_steps_total,epoch_seconds,peak_allocated_gb,peak_reserved_gb
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,19,20,0.07120461347454693,0.03470416928146733,0.03650044322013855,7368,3011,0,60,20,20,1000,9.936413990999426,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,20,21,0.05040427518018987,0.007986576171169872,0.04241769850254059,7552,2908,0,57,23,20,1050,9.881870432000142,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,21,22,0.029547987062178437,0.004157969080151816,0.025390018224716187,7417,3058,0,63,14,23,1100,9.88649887900101,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,22,23,0.026950513876436162,0.007977062378422488,0.018973451256752014,7617,2875,0,55,24,21,1150,9.872623160999865,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,23,24,0.050334367206232855,0.005366869189004717,0.04496749758720398,7278,2814,0,57,18,25,1200,9.825190327999735,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,24,25,0.02711054828207125,0.004429893128615276,0.022680655121803284,7360,3255,0,66,17,17,1250,9.780815140999039,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,25,26,0.014994637925447023,0.0023255973829873254,0.012669039964675903,7321,2923,1,59,23,18,1300,9.738240045999191,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,26,27,0.03318631597496278,0.01245612023486501,0.020730195641517637,7793,3031,0,68,18,14,1350,9.799567774000025,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,27,28,0.035892547983748954,0.007214080682604163,0.028678467869758605,7407,2893,0,55,24,21,1400,9.761959842000579,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,28,29,0.017796393214912314,0.002268473268334219,0.01552791953086853,7285,2902,0,52,24,24,1450,9.739912405000723,0.9124717712402344,1.228515625
gateb_pl_pixel_dropout_matched_50_seed17,pixel_dropout_matched_50,17,29,30,0.025881945546261706,0.013776204667560705,0.012105740904808045,7620,3042,2,61,16,23,1500,9.756828117000623,0.9124717712402344,1.228515625
